lga_name,year,median_rent
Murrindindi,2005,150.0
Strathbogie,2005,150.0
Towong,2005,150.0
Wangaratta,2005,165.0
Wodonga,2005,200.0
Bass Coast,2005,165.0
Baw Baw,2005,170.0
East Gippsland,2005,170.0
Latrobe,2005,140.0
South Gippsland,2005,160.0
Wellington,2005,145.0
Banyule,2005,230.0
Brimbank,2005,180.0
Darebin,2005,200.0
Hobsons Bay,2005,200.0
Hume,2005,200.0
Maribyrnong,2005,200.0
Melbourne,2005,310.0
Melton,2005,200.0
Merri-bek,2005,210.0
Moonee Valley,2005,220.0
Nillumbik,2005,250.0
Whittlesea,2005,210.0
Wyndham,2005,195.0
Yarra,2005,285.0
Boroondara,2005,260.0
Knox,2005,225.0
Manningham,2005,270.0
Maroondah,2005,210.0
Monash,2005,240.0
Whitehorse,2005,240.0
Yarra Ranges,2005,200.0
Bayside,2005,330.0
Cardinia,2005,200.0
Casey,2005,210.0
Frankston,2005,190.0
Glen Eira,2005,230.0
Greater Dandenong,2005,170.0
Kingston,2005,220.0
Mornington Penin'a,2005,200.0
Port Phillip,2005,270.0
Stonnington,2005,260.0
Victoria,2005,210.0
Metro,2005,225.0
Non-Metro,2005,170.0
Victoria,2005,210.0
Colac-Otway,2005,180.0
Corangamite,2005,150.0
Glenelg,2005,160.0
Greater Geelong,2005,190.0
Moyne,2005,180.0
Queenscliffe,2005,218.0
Southern Grampians,2005,180.0
Surf Coast,2005,250.0
Warrnambool,2005,200.0
Ararat,2005,140.0
Ballarat,2005,180.0
Golden Plains,2005,180.0
Hepburn,2005,180.0
Hindmarsh,2005,130.0
Horsham,2005,160.0
Moorabool,2005,180.0
Northern Grampians,2005,130.0
Pyrenees,2005,130.0
Yarriambiack,2005,110.0
Campaspe,2005,170.0
Central Goldfields,2005,138.0
Gannawarra,2005,127.0
Greater Bendigo,2005,190.0
Loddon,2005,115.0
Macedon Ranges,2005,210.0
Mildura,2005,175.0
Mount Alexander,2005,183.0
Swan Hill,2005,160.0
Alpine,2005,166.0
Benalla,2005,173.0
Greater Shepparton,2005,180.0
Indigo,2005,185.0
Mansfield,2005,178.0
Mitchell,2005,180.0
Moira,2005,160.0
Murrindindi,2005,170.0
Strathbogie,2005,150.0
Towong,2005,130.0
Wangaratta,2005,170.0
Wodonga,2005,203.0
Bass Coast,2005,165.0
Baw Baw,2005,180.0
East Gippsland,2005,170.0
Latrobe,2005,140.0
South Gippsland,2005,160.0
Wellington,2005,150.0
Banyule,2005,240.0
Brimbank,2005,190.0
Darebin,2005,200.0
Hobsons Bay,2005,220.0
Hume,2005,205.0
Maribyrnong,2005,200.0
Melbourne,2005,320.0
Melton,2005,210.0
Merri-bek,2005,210.0
Moonee Valley,2005,230.0
Nillumbik,2005,290.0
Whittlesea,2005,215.0
Wyndham,2005,200.0
Yarra,2005,295.0
Boroondara,2005,270.0
Knox,2005,230.0
Manningham,2005,280.0
Maroondah,2005,215.0
Monash,2005,250.0
Whitehorse,2005,245.0
Yarra Ranges,2005,210.0
Bayside,2005,310.0
Cardinia,2005,195.0
Casey,2005,210.0
Frankston,2005,191.0
Glen Eira,2005,240.0
Greater Dandenong,2005,175.0
Kingston,2005,220.0
Mornington Penin'a,2005,195.0
Port Phillip,2005,270.0
Stonnington,2005,261.0
Victoria,2005,220.0
Metro,2005,230.0
Non-Metro,2005,180.0
Victoria,2005,220.0
Colac-Otway,2006,175.0
Corangamite,2006,170.0
Glenelg,2006,160.0
Greater Geelong,2006,190.0
Moyne,2006,200.0
Queenscliffe,2006,200.0
Southern Grampians,2006,190.0
Surf Coast,2006,240.0
Warrnambool,2006,200.0
Ararat,2006,138.0
Ballarat,2006,185.0
Golden Plains,2006,215.0
Hepburn,2006,173.0
Hindmarsh,2006,120.0
Horsham,2006,155.0
Moorabool,2006,190.0
Northern Grampians,2006,140.0
Pyrenees,2006,155.0
West Wimmera,2006,110.0
Yarriambiack,2006,120.0
Buloke,2006,100.0
Campaspe,2006,170.0
Central Goldfields,2006,145.0
Gannawarra,2006,130.0
Greater Bendigo,2006,190.0
Loddon,2006,129.0
Macedon Ranges,2006,200.0
Mildura,2006,180.0
Mount Alexander,2006,180.0
Swan Hill,2006,170.0
Alpine,2006,165.0
Benalla,2006,175.0
Greater Shepparton,2006,180.0
Indigo,2006,190.0
Mansfield,2006,185.0
Mitchell,2006,190.0
Moira,2006,165.0
Murrindindi,2006,175.0
Strathbogie,2006,163.0
Towong,2006,130.0
Wangaratta,2006,170.0
Wodonga,2006,220.0
Bass Coast,2006,180.0
Baw Baw,2006,175.0
East Gippsland,2006,170.0
Latrobe,2006,140.0
South Gippsland,2006,160.0
Wellington,2006,150.0
Banyule,2006,240.0
Brimbank,2006,185.0
Darebin,2006,210.0
Hobsons Bay,2006,215.0
Hume,2006,210.0
Maribyrnong,2006,210.0
Melbourne,2006,320.0
Melton,2006,210.0
Merri-bek,2006,220.0
Moonee Valley,2006,230.0
Nillumbik,2006,270.0
Whittlesea,2006,210.0
Wyndham,2006,200.0
Yarra,2006,300.0
Boroondara,2006,270.0
Knox,2006,230.0
Manningham,2006,275.0
Maroondah,2006,213.0
Monash,2006,250.0
Whitehorse,2006,250.0
Yarra Ranges,2006,220.0
Bayside,2006,338.0
Cardinia,2006,205.0
Casey,2006,215.0
Frankston,2006,200.0
Glen Eira,2006,235.0
Greater Dandenong,2006,175.0
Kingston,2006,225.0
Mornington Penin'a,2006,200.0
Port Phillip,2006,275.0
Stonnington,2006,265.0
Victoria,2006,220.0
Metro,2006,240.0
Non-Metro,2006,180.0
Victoria,2006,220.0
Colac-Otway,2006,180.0
Corangamite,2006,160.0
Glenelg,2006,170.0
Greater Geelong,2006,195.0
Moyne,2006,200.0
Queenscliffe,2006,215.0
Southern Grampians,2006,188.0
Surf Coast,2006,250.0
Warrnambool,2006,210.0
Ararat,2006,135.0
Ballarat,2006,180.0
Golden Plains,2006,200.0
Hepburn,2006,180.0
Hindmarsh,2006,130.0
Horsham,2006,160.0
Moorabool,2006,185.0
Northern Grampians,2006,140.0
Pyrenees,2006,160.0
West Wimmera,2006,120.0
Yarriambiack,2006,110.0
Buloke,2006,125.0
Campaspe,2006,170.0
Central Goldfields,2006,145.0
Gannawarra,2006,133.0
Greater Bendigo,2006,190.0
Loddon,2006,138.0
Macedon Ranges,2006,215.0
Mildura,2006,175.0
Mount Alexander,2006,175.0
Swan Hill,2006,160.0
Alpine,2006,175.0
Benalla,2006,180.0
Greater Shepparton,2006,180.0
Indigo,2006,180.0
Mansfield,2006,195.0
Mitchell,2006,175.0
Moira,2006,170.0
Murrindindi,2006,175.0
Strathbogie,2006,155.0
Towong,2006,145.0
Wangaratta,2006,170.0
Wodonga,2006,210.0
Bass Coast,2006,170.0
Baw Baw,2006,180.0
East Gippsland,2006,165.0
Latrobe,2006,145.0
South Gippsland,2006,160.0
Wellington,2006,150.0
Banyule,2006,240.0
Brimbank,2006,190.0
Darebin,2006,215.0
Hobsons Bay,2006,220.0
Hume,2006,210.0
Maribyrnong,2006,213.0
Melbourne,2006,330.0
Melton,2006,210.0
Merri-bek,2006,220.0
Moonee Valley,2006,230.0
Nillumbik,2006,270.0
Whittlesea,2006,220.0
Wyndham,2006,200.0
Yarra,2006,300.0
Boroondara,2006,275.0
Knox,2006,235.0
Manningham,2006,280.0
Maroondah,2006,220.0
Monash,2006,260.0
Whitehorse,2006,255.0
Yarra Ranges,2006,220.0
Bayside,2006,340.0
Cardinia,2006,200.0
Casey,2006,215.0
Frankston,2006,200.0
Glen Eira,2006,240.0
Greater Dandenong,2006,181.0
Kingston,2006,230.0
Mornington Penin'a,2006,210.0
Port Phillip,2006,295.0
Stonnington,2006,280.0
Victoria,2006,220.0
Metro,2006,240.0
Non-Metro,2006,180.0
Victoria,2006,220.0
Colac-Otway,2006,170.0
Corangamite,2006,160.0
Glenelg,2006,170.0
Greater Geelong,2006,200.0
Moyne,2006,200.0
Queenscliffe,2006,205.0
Southern Grampians,2006,180.0
Surf Coast,2006,250.0
Warrnambool,2006,210.0
Ararat,2006,145.0
Ballarat,2006,180.0
Golden Plains,2006,185.0
Hepburn,2006,180.0
Hindmarsh,2006,130.0
Horsham,2006,160.0
Moorabool,2006,185.0
Northern Grampians,2006,135.0
Pyrenees,2006,153.0
West Wimmera,2006,113.0
Yarriambiack,2006,135.0
Buloke,2006,120.0
Campaspe,2006,185.0
Central Goldfields,2006,145.0
Gannawarra,2006,140.0
Greater Bendigo,2006,200.0
Loddon,2006,125.0
Macedon Ranges,2006,210.0
Mildura,2006,185.0
Mount Alexander,2006,190.0
Swan Hill,2006,165.0
Alpine,2006,180.0
Benalla,2006,170.0
Greater Shepparton,2006,180.0
Indigo,2006,190.0
Mansfield,2006,195.0
Mitchell,2006,190.0
Moira,2006,170.0
Murrindindi,2006,175.0
Strathbogie,2006,150.0
Towong,2006,150.0
Wangaratta,2006,175.0
Wodonga,2006,210.0
Bass Coast,2006,175.0
Baw Baw,2006,185.0
East Gippsland,2006,180.0
Latrobe,2006,145.0
South Gippsland,2006,160.0
Wellington,2006,150.0
Banyule,2006,250.0
Brimbank,2006,195.0
Darebin,2006,210.0
Hobsons Bay,2006,210.0
Hume,2006,210.0
Maribyrnong,2006,220.0
Melbourne,2006,330.0
Melton,2006,210.0
Merri-bek,2006,225.0
Moonee Valley,2006,230.0
Nillumbik,2006,280.0
Whittlesea,2006,220.0
Wyndham,2006,210.0
Yarra,2006,310.0
Boroondara,2006,280.0
Knox,2006,240.0
Manningham,2006,281.0
Maroondah,2006,225.0
Monash,2006,260.0
Whitehorse,2006,255.0
Yarra Ranges,2006,215.0
Bayside,2006,350.0
Cardinia,2006,220.0
Casey,2006,220.0
Frankston,2006,210.0
Glen Eira,2006,249.0
Greater Dandenong,2006,185.0
Kingston,2006,240.0
Mornington Penin'a,2006,210.0
Port Phillip,2006,290.0
Stonnington,2006,275.0
Victoria,2006,225.0
Metro,2006,240.0
Non-Metro,2006,180.0
Victoria,2006,225.0
Colac-Otway,2006,175.0
Corangamite,2006,160.0
Glenelg,2006,180.0
Greater Geelong,2006,200.0
Moyne,2006,180.0
Queenscliffe,2006,250.0
Southern Grampians,2006,185.0
Surf Coast,2006,260.0
Warrnambool,2006,210.0
Ararat,2006,140.0
Ballarat,2006,190.0
Golden Plains,2006,210.0
Hepburn,2006,190.0
Hindmarsh,2006,123.0
Horsham,2006,165.0
Moorabool,2006,190.0
Northern Grampians,2006,140.0
Pyrenees,2006,170.0
West Wimmera,2006,120.0
Yarriambiack,2006,130.0
Buloke,2006,125.0
Campaspe,2006,180.0
Central Goldfields,2006,143.0
Gannawarra,2006,140.0
Greater Bendigo,2006,200.0
Loddon,2006,120.0
Macedon Ranges,2006,211.0
Mildura,2006,185.0
Mount Alexander,2006,190.0
Swan Hill,2006,170.0
Alpine,2006,180.0
Benalla,2006,180.0
Greater Shepparton,2006,180.0
Indigo,2006,195.0
Mansfield,2006,220.0
Mitchell,2006,180.0
Moira,2006,168.0
Murrindindi,2006,170.0
Strathbogie,2006,168.0
Towong,2006,130.0
Wangaratta,2006,175.0
Wodonga,2006,224.0
Bass Coast,2006,175.0
Baw Baw,2006,180.0
East Gippsland,2006,180.0
Latrobe,2006,140.0
South Gippsland,2006,165.0
Wellington,2006,160.0
Banyule,2006,250.0
Brimbank,2006,200.0
Darebin,2006,220.0
Hobsons Bay,2006,230.0
Hume,2006,220.0
Maribyrnong,2006,220.0
Melbourne,2006,340.0
Melton,2006,210.0
Merri-bek,2006,230.0
Moonee Valley,2006,240.0
Nillumbik,2006,280.0
Whittlesea,2006,220.0
Wyndham,2006,215.0
Yarra,2006,320.0
Boroondara,2006,290.0
Knox,2006,250.0
Manningham,2006,300.0
Maroondah,2006,230.0
Monash,2006,260.0
Whitehorse,2006,260.0
Yarra Ranges,2006,220.0
Bayside,2006,350.0
Cardinia,2006,210.0
Casey,2006,230.0
Frankston,2006,210.0
Glen Eira,2006,250.0
Greater Dandenong,2006,190.0
Kingston,2006,240.0
Mornington Penin'a,2006,210.0
Port Phillip,2006,300.0
Stonnington,2006,285.0
Victoria,2006,230.0
Metro,2006,250.0
Non-Metro,2006,185.0
Victoria,2006,230.0
Colac-Otway,2007,180.0
Corangamite,2007,165.0
Glenelg,2007,180.0
Greater Geelong,2007,210.0
Moyne,2007,200.0
Queenscliffe,2007,230.0
Southern Grampians,2007,180.0
Surf Coast,2007,270.0
Warrnambool,2007,200.0
Ararat,2007,145.0
Ballarat,2007,190.0
Golden Plains,2007,230.0
Hepburn,2007,185.0
Hindmarsh,2007,130.0
Horsham,2007,160.0
Moorabool,2007,195.0
Northern Grampians,2007,140.0
Pyrenees,2007,140.0
West Wimmera,2007,120.0
Yarriambiack,2007,130.0
Buloke,2007,125.0
Campaspe,2007,180.0
Central Goldfields,2007,150.0
Gannawarra,2007,140.0
Greater Bendigo,2007,200.0
Loddon,2007,130.0
Macedon Ranges,2007,215.0
Mildura,2007,190.0
Mount Alexander,2007,190.0
Swan Hill,2007,185.0
Alpine,2007,190.0
Benalla,2007,180.0
Greater Shepparton,2007,190.0
Indigo,2007,180.0
Mansfield,2007,190.0
Mitchell,2007,190.0
Moira,2007,170.0
Murrindindi,2007,180.0
Strathbogie,2007,165.0
Towong,2007,135.0
Wangaratta,2007,180.0
Wodonga,2007,210.0
Bass Coast,2007,180.0
Baw Baw,2007,190.0
East Gippsland,2007,180.0
Latrobe,2007,150.0
South Gippsland,2007,180.0
Wellington,2007,165.0
Banyule,2007,260.0
Brimbank,2007,200.0
Darebin,2007,230.0
Hobsons Bay,2007,230.0
Hume,2007,220.0
Maribyrnong,2007,240.0
Melbourne,2007,350.0
Melton,2007,220.0
Merri-bek,2007,240.0
Moonee Valley,2007,250.0
Nillumbik,2007,300.0
Whittlesea,2007,230.0
Wyndham,2007,220.0
Yarra,2007,350.0
Boroondara,2007,305.0
Knox,2007,250.0
Manningham,2007,310.0
Maroondah,2007,230.0
Monash,2007,280.0
Whitehorse,2007,270.0
Yarra Ranges,2007,230.0
Bayside,2007,380.0
Cardinia,2007,220.0
Casey,2007,230.0
Frankston,2007,211.0
Glen Eira,2007,265.0
Greater Dandenong,2007,190.0
Kingston,2007,250.0
Mornington Penin'a,2007,220.0
Port Phillip,2007,315.0
Stonnington,2007,295.0
Victoria,2007,240.0
Metro,2007,260.0
Non-Metro,2007,185.0
Victoria,2007,240.0
Colac-Otway,2007,175.0
Corangamite,2007,175.0
Glenelg,2007,175.0
Greater Geelong,2007,210.0
Moyne,2007,190.0
Queenscliffe,2007,240.0
Southern Grampians,2007,180.0
Surf Coast,2007,260.0
Warrnambool,2007,220.0
Ararat,2007,145.0
Ballarat,2007,190.0
Golden Plains,2007,200.0
Hepburn,2007,190.0
Hindmarsh,2007,130.0
Horsham,2007,160.0
Moorabool,2007,190.0
Northern Grampians,2007,138.0
Pyrenees,2007,135.0
West Wimmera,2007,129.0
Yarriambiack,2007,120.0
Campaspe,2007,185.0
Central Goldfields,2007,150.0
Gannawarra,2007,140.0
Greater Bendigo,2007,200.0
Loddon,2007,140.0
Macedon Ranges,2007,220.0
Mildura,2007,190.0
Mount Alexander,2007,190.0
Swan Hill,2007,168.0
Alpine,2007,190.0
Benalla,2007,175.0
Greater Shepparton,2007,190.0
Indigo,2007,200.0
Mansfield,2007,200.0
Mitchell,2007,198.0
Moira,2007,165.0
Murrindindi,2007,200.0
Strathbogie,2007,170.0
Towong,2007,200.0
Wangaratta,2007,185.0
Wodonga,2007,220.0
Bass Coast,2007,180.0
Baw Baw,2007,190.0
East Gippsland,2007,180.0
Latrobe,2007,150.0
South Gippsland,2007,170.0
Wellington,2007,160.0
Banyule,2007,265.0
Brimbank,2007,210.0
Darebin,2007,240.0
Hobsons Bay,2007,240.0
Hume,2007,230.0
Maribyrnong,2007,255.0
Melbourne,2007,370.0
Melton,2007,230.0
Merri-bek,2007,250.0
Moonee Valley,2007,260.0
Nillumbik,2007,310.0
Whittlesea,2007,240.0
Wyndham,2007,220.0
Yarra,2007,340.0
Boroondara,2007,300.0
Knox,2007,250.0
Manningham,2007,310.0
Maroondah,2007,240.0
Monash,2007,300.0
Whitehorse,2007,280.0
Yarra Ranges,2007,240.0
Bayside,2007,360.0
Cardinia,2007,220.0
Casey,2007,240.0
Frankston,2007,220.0
Glen Eira,2007,280.0
Greater Dandenong,2007,200.0
Kingston,2007,250.0
Mornington Penin'a,2007,220.0
Port Phillip,2007,320.0
Stonnington,2007,310.0
Victoria,2007,240.0
Metro,2007,260.0
Non-Metro,2007,190.0
Victoria,2007,240.0
Colac-Otway,2007,185.0
Corangamite,2007,165.0
Glenelg,2007,178.0
Greater Geelong,2007,220.0
Moyne,2007,200.0
Queenscliffe,2007,228.0
Southern Grampians,2007,170.0
Surf Coast,2007,260.0
Warrnambool,2007,220.0
Ararat,2007,145.0
Ballarat,2007,190.0
Golden Plains,2007,210.0
Hepburn,2007,195.0
Hindmarsh,2007,133.0
Horsham,2007,165.0
Moorabool,2007,215.0
Northern Grampians,2007,145.0
Pyrenees,2007,140.0
West Wimmera,2007,120.0
Yarriambiack,2007,123.0
Buloke,2007,125.0
Campaspe,2007,190.0
Central Goldfields,2007,150.0
Gannawarra,2007,143.0
Greater Bendigo,2007,210.0
Loddon,2007,120.0
Macedon Ranges,2007,210.0
Mildura,2007,190.0
Mount Alexander,2007,210.0
Swan Hill,2007,170.0
Alpine,2007,188.0
Benalla,2007,185.0
Greater Shepparton,2007,190.0
Indigo,2007,220.0
Mansfield,2007,190.0
Mitchell,2007,200.0
Moira,2007,180.0
Murrindindi,2007,178.0
Strathbogie,2007,165.0
Towong,2007,150.0
Wangaratta,2007,185.0
Wodonga,2007,220.0
Bass Coast,2007,183.0
Baw Baw,2007,195.0
East Gippsland,2007,190.0
Latrobe,2007,150.0
South Gippsland,2007,170.0
Wellington,2007,170.0
Banyule,2007,271.0
Brimbank,2007,220.0
Darebin,2007,250.0
Hobsons Bay,2007,240.0
Hume,2007,230.0
Maribyrnong,2007,250.0
Melbourne,2007,370.0
Melton,2007,230.0
Merri-bek,2007,250.0
Moonee Valley,2007,260.0
Nillumbik,2007,310.0
Whittlesea,2007,250.0
Wyndham,2007,235.0
Yarra,2007,350.0
Boroondara,2007,320.0
Knox,2007,265.0
Manningham,2007,310.0
Maroondah,2007,250.0
Monash,2007,300.0
Whitehorse,2007,295.0
Yarra Ranges,2007,240.0
Bayside,2007,390.0
Cardinia,2007,230.0
Casey,2007,245.0
Frankston,2007,230.0
Glen Eira,2007,295.0
Greater Dandenong,2007,215.0
Kingston,2007,265.0
Mornington Penin'a,2007,230.0
Port Phillip,2007,330.0
Stonnington,2007,320.0
Victoria,2007,250.0
Metro,2007,270.0
Non-Metro,2007,190.0
Victoria,2007,250.0
Colac-Otway,2007,185.0
Corangamite,2007,160.0
Glenelg,2007,180.0
Greater Geelong,2007,220.0
Moyne,2007,190.0
Queenscliffe,2007,220.0
Southern Grampians,2007,180.0
Surf Coast,2007,280.0
Warrnambool,2007,220.0
Ararat,2007,160.0
Ballarat,2007,197.0
Golden Plains,2007,235.0
Hepburn,2007,200.0
Hindmarsh,2007,135.0
Horsham,2007,170.0
Moorabool,2007,200.0
Northern Grampians,2007,140.0
Pyrenees,2007,160.0
West Wimmera,2007,135.0
Yarriambiack,2007,150.0
Buloke,2007,135.0
Campaspe,2007,190.0
Central Goldfields,2007,155.0
Gannawarra,2007,140.0
Greater Bendigo,2007,200.0
Loddon,2007,145.0
Macedon Ranges,2007,220.0
Mildura,2007,190.0
Mount Alexander,2007,200.0
Swan Hill,2007,180.0
Alpine,2007,185.0
Benalla,2007,175.0
Greater Shepparton,2007,188.0
Indigo,2007,200.0
Mansfield,2007,195.0
Mitchell,2007,210.0
Moira,2007,170.0
Murrindindi,2007,200.0
Strathbogie,2007,180.0
Towong,2007,140.0
Wangaratta,2007,190.0
Wodonga,2007,230.0
Bass Coast,2007,180.0
Baw Baw,2007,190.0
East Gippsland,2007,180.0
Latrobe,2007,160.0
South Gippsland,2007,180.0
Wellington,2007,170.0
Banyule,2007,285.0
Brimbank,2007,220.0
Darebin,2007,260.0
Hobsons Bay,2007,250.0
Hume,2007,240.0
Maribyrnong,2007,255.0
Melbourne,2007,380.0
Melton,2007,240.0
Merri-bek,2007,270.0
Moonee Valley,2007,280.0
Nillumbik,2007,325.0
Whittlesea,2007,255.0
Wyndham,2007,240.0
Yarra,2007,350.0
Boroondara,2007,340.0
Knox,2007,278.0
Manningham,2007,350.0
Maroondah,2007,255.0
Monash,2007,300.0
Whitehorse,2007,300.0
Yarra Ranges,2007,250.0
Bayside,2007,380.0
Cardinia,2007,235.0
Casey,2007,250.0
Frankston,2007,230.0
Glen Eira,2007,295.0
Greater Dandenong,2007,225.0
Kingston,2007,280.0
Mornington Penin'a,2007,240.0
Port Phillip,2007,340.0
Stonnington,2007,325.0
Victoria,2007,255.0
Metro,2007,280.0
Non-Metro,2007,195.0
Victoria,2007,255.0
Colac-Otway,2008,195.0
Corangamite,2008,165.0
Glenelg,2008,195.0
Greater Geelong,2008,230.0
Moyne,2008,200.0
Queenscliffe,2008,250.0
Southern Grampians,2008,195.0
Surf Coast,2008,280.0
Warrnambool,2008,220.0
Ararat,2008,155.0
Ballarat,2008,200.0
Golden Plains,2008,193.0
Hepburn,2008,203.0
Hindmarsh,2008,130.0
Horsham,2008,175.0
Moorabool,2008,215.0
Northern Grampians,2008,150.0
Pyrenees,2008,148.0
West Wimmera,2008,130.0
Yarriambiack,2008,135.0
Buloke,2008,140.0
Campaspe,2008,185.0
Central Goldfields,2008,155.0
Gannawarra,2008,148.0
Greater Bendigo,2008,210.0
Loddon,2008,125.0
Macedon Ranges,2008,225.0
Mildura,2008,190.0
Mount Alexander,2008,210.0
Swan Hill,2008,180.0
Alpine,2008,190.0
Benalla,2008,190.0
Greater Shepparton,2008,190.0
Indigo,2008,205.0
Mansfield,2008,200.0
Mitchell,2008,200.0
Moira,2008,180.0
Murrindindi,2008,190.0
Strathbogie,2008,170.0
Towong,2008,150.0
Wangaratta,2008,185.0
Wodonga,2008,230.0
Bass Coast,2008,200.0
Baw Baw,2008,200.0
East Gippsland,2008,195.0
Latrobe,2008,160.0
South Gippsland,2008,185.0
Wellington,2008,180.0
Banyule,2008,298.0
Brimbank,2008,240.0
Darebin,2008,270.0
Hobsons Bay,2008,270.0
Hume,2008,250.0
Maribyrnong,2008,270.0
Melbourne,2008,380.0
Melton,2008,240.0
Merri-bek,2008,270.0
Moonee Valley,2008,300.0
Nillumbik,2008,325.0
Whittlesea,2008,260.0
Wyndham,2008,240.0
Yarra,2008,375.0
Boroondara,2008,350.0
Knox,2008,280.0
Manningham,2008,340.0
Maroondah,2008,270.0
Monash,2008,320.0
Whitehorse,2008,310.0
Yarra Ranges,2008,250.0
Bayside,2008,448.0
Cardinia,2008,250.0
Casey,2008,260.0
Frankston,2008,240.0
Glen Eira,2008,300.0
Greater Dandenong,2008,230.0
Kingston,2008,285.0
Mornington Penin'a,2008,250.0
Port Phillip,2008,350.0
Stonnington,2008,345.0
Victoria,2008,265.0
Metro,2008,290.0
Non-Metro,2008,200.0
Victoria,2008,265.0
Colac-Otway,2008,200.0
Corangamite,2008,163.0
Glenelg,2008,195.0
Greater Geelong,2008,240.0
Moyne,2008,195.0
Southern Grampians,2008,170.0
Surf Coast,2008,270.0
Warrnambool,2008,225.0
Ararat,2008,150.0
Ballarat,2008,210.0
Golden Plains,2008,250.0
Hepburn,2008,200.0
Hindmarsh,2008,143.0
Horsham,2008,170.0
Moorabool,2008,230.0
Northern Grampians,2008,140.0
Pyrenees,2008,150.0
West Wimmera,2008,120.0
Yarriambiack,2008,130.0
Buloke,2008,160.0
Campaspe,2008,190.0
Central Goldfields,2008,165.0
Gannawarra,2008,140.0
Greater Bendigo,2008,215.0
Loddon,2008,140.0
Macedon Ranges,2008,240.0
Mildura,2008,195.0
Mount Alexander,2008,210.0
Swan Hill,2008,190.0
Alpine,2008,190.0
Benalla,2008,180.0
Greater Shepparton,2008,200.0
Indigo,2008,210.0
Mansfield,2008,218.0
Mitchell,2008,220.0
Moira,2008,185.0
Murrindindi,2008,200.0
Strathbogie,2008,178.0
Towong,2008,160.0
Wangaratta,2008,180.0
Wodonga,2008,225.0
Bass Coast,2008,198.0
Baw Baw,2008,200.0
East Gippsland,2008,200.0
Latrobe,2008,160.0
South Gippsland,2008,190.0
Wellington,2008,180.0
Banyule,2008,300.0
Brimbank,2008,250.0
Darebin,2008,280.0
Hobsons Bay,2008,280.0
Hume,2008,270.0
Maribyrnong,2008,295.0
Melbourne,2008,410.0
Melton,2008,250.0
Merri-bek,2008,300.0
Moonee Valley,2008,300.0
Nillumbik,2008,338.0
Whittlesea,2008,280.0
Wyndham,2008,260.0
Yarra,2008,380.0
Boroondara,2008,350.0
Knox,2008,300.0
Manningham,2008,350.0
Maroondah,2008,273.0
Monash,2008,330.0
Whitehorse,2008,330.0
Yarra Ranges,2008,268.0
Bayside,2008,420.0
Cardinia,2008,260.0
Casey,2008,266.0
Frankston,2008,250.0
Glen Eira,2008,320.0
Greater Dandenong,2008,250.0
Kingston,2008,290.0
Mornington Penin'a,2008,250.0
Port Phillip,2008,350.0
Stonnington,2008,350.0
Victoria,2008,275.0
Metro,2008,300.0
Non-Metro,2008,200.0
Victoria,2008,275.0
Colac-Otway,2008,195.0
Corangamite,2008,180.0
Glenelg,2008,200.0
Greater Geelong,2008,240.0
Moyne,2008,200.0
Queenscliffe,2008,270.0
Southern Grampians,2008,190.0
Surf Coast,2008,280.0
Warrnambool,2008,240.0
Ararat,2008,160.0
Ballarat,2008,210.0
Golden Plains,2008,240.0
Hepburn,2008,220.0
Hindmarsh,2008,135.0
Horsham,2008,173.0
Moorabool,2008,210.0
Northern Grampians,2008,140.0
Pyrenees,2008,138.0
West Wimmera,2008,110.0
Yarriambiack,2008,140.0
Buloke,2008,150.0
Campaspe,2008,195.0
Central Goldfields,2008,165.0
Gannawarra,2008,150.0
Greater Bendigo,2008,210.0
Loddon,2008,135.0
Macedon Ranges,2008,250.0
Mildura,2008,190.0
Mount Alexander,2008,210.0
Swan Hill,2008,173.0
Alpine,2008,200.0
Benalla,2008,200.0
Greater Shepparton,2008,200.0
Indigo,2008,205.0
Mansfield,2008,210.0
Mitchell,2008,223.0
Moira,2008,180.0
Murrindindi,2008,200.0
Strathbogie,2008,180.0
Towong,2008,155.0
Wangaratta,2008,198.0
Wodonga,2008,233.0
Bass Coast,2008,210.0
Baw Baw,2008,200.0
East Gippsland,2008,195.0
Latrobe,2008,165.0
South Gippsland,2008,190.0
Wellington,2008,180.0
Banyule,2008,305.0
Brimbank,2008,260.0
Darebin,2008,291.0
Hobsons Bay,2008,290.0
Hume,2008,280.0
Maribyrnong,2008,290.0
Melbourne,2008,400.0
Melton,2008,250.0
Merri-bek,2008,300.0
Moonee Valley,2008,300.0
Nillumbik,2008,350.0
Whittlesea,2008,290.0
Wyndham,2008,280.0
Yarra,2008,395.0
Boroondara,2008,350.0
Knox,2008,300.0
Manningham,2008,360.0
Maroondah,2008,280.0
Monash,2008,340.0
Whitehorse,2008,330.0
Yarra Ranges,2008,270.0
Bayside,2008,435.0
Cardinia,2008,260.0
Casey,2008,280.0
Frankston,2008,255.0
Glen Eira,2008,330.0
Greater Dandenong,2008,250.0
Kingston,2008,300.0
Mornington Penin'a,2008,260.0
Port Phillip,2008,360.0
Stonnington,2008,360.0
Victoria,2008,280.0
Metro,2008,300.0
Non-Metro,2008,200.0
Victoria,2008,280.0
Colac-Otway,2008,200.0
Corangamite,2008,170.0
Glenelg,2008,200.0
Greater Geelong,2008,250.0
Moyne,2008,200.0
Southern Grampians,2008,180.0
Surf Coast,2008,300.0
Warrnambool,2008,240.0
Ararat,2008,155.0
